=== Perf spikes (ms) ===
[   464,4s f34967] AIThink: 8,9 ms brains 1
[   464,5s f34971] AIThink: 9,1 ms brains 1
[   466,2s f35038] HutIncome: 17,8 ms huts 71
[   466,2s f35038] AIThink: 10,6 ms brains 1
[   466,2s f35039] FRAME: 70,1 ms gc0+1 gc1+1 gc2+1
[   466,6s f35056] AIThink: 10,0 ms brains 1
[   468,2s f35118] HutIncome: 16,6 ms huts 71
[   468,3s f35124] AIThink: 11,0 ms brains 1
[   470,2s f35200] HutIncome: 18,9 ms huts 71
[   470,4s f35212] AIThink: 9,6 ms brains 1
[   472,2s f35282] HutIncome: 17,4 ms huts 72
[   472,2s f35283] FRAME: 54,9 ms gc0+0 gc1+0 gc2+0
[   472,6s f35300] AIThink: 8,7 ms brains 1
[   474,2s f35364] HutIncome: 15,0 ms huts 72
[   474,8s f35388] AIThink: 10,8 ms brains 2
[   476,2s f35446] HutIncome: 18,6 ms huts 72
[   476,9s f35474] AIThink: 11,6 ms brains 1
[   477,1s f35482] AIThink: 10,7 ms brains 1
[   478,2s f35524] HutIncome: 19,2 ms huts 72
[   479,1s f35560] AIThink: 7,9 ms brains 1
[   479,5s f35577] AIThink: 9,5 ms brains 1
[   480,1s f35599] AIThink: 11,0 ms brains 1
[   480,2s f35605] HutIncome: 19,0 ms huts 72
[   481,2s f35647] AIThink: 10,3 ms brains 2
[   482,2s f35688] HutIncome: 17,3 ms huts 72
[   482,3s f35690] AIThink: 9,8 ms brains 1
[   483,4s f35736] AIThink: 9,3 ms brains 1
[   484,2s f35770] HutIncome: 17,3 ms huts 72
[   484,5s f35781] AIThink: 8,2 ms brains 1
[   485,6s f35824] AIThink: 9,5 ms brains 1
[   486,3s f35852] HutIncome: 18,5 ms huts 72
[   486,3s f35853] FRAME: 51,0 ms gc0+0 gc1+0 gc2+0
[   486,8s f35873] AIThink: 10,4 ms brains 1
[   488,3s f35935] HutIncome: 18,9 ms huts 72
[   489,0s f35965] AIThink: 8,2 ms brains 1
[   490,3s f36017] HutIncome: 19,1 ms huts 72
[   491,2s f36056] AIThink: 8,9 ms brains 1
[   491,7s f36076] AIThink: 13,2 ms brains 2
[   491,7s f36077] FRAME: 55,4 ms gc0+0 gc1+0 gc2+0
[   492,3s f36099] HutIncome: 16,5 ms huts 72
[   493,4s f36148] AIThink: 7,5 ms brains 1
[   493,8s f36160] AIThink: 22,2 ms brains 2
[   494,3s f36178] HutIncome: 19,8 ms huts 72
[   495,7s f36237] AIThink: 7,8 ms brains 1
[   495,9s f36244] AIThink: 11,1 ms brains 1
[   496,2s f36256] AIThink: 9,9 ms brains 1
[   496,3s f36260] HutIncome: 19,2 ms huts 72
[   497,9s f36328] AIThink: 9,7 ms brains 1
[   498,0s f36329] AIThink: 10,4 ms brains 1
[   498,3s f36342] HutIncome: 20,3 ms huts 72
[   498,6s f36353] AIThink: 8,1 ms brains 1
[   500,1s f36415] AIThink: 9,7 ms brains 1
[   500,2s f36419] AIThink: 9,0 ms brains 1
[   500,3s f36424] HutIncome: 18,7 ms huts 72
[   502,1s f36500] AIThink: 9,7 ms brains 1
[   502,3s f36506] HutIncome: 17,5 ms huts 72
[   504,2s f36582] AIThink: 15,5 ms brains 1
[   504,3s f36583] FRAME: 60,2 ms gc0+1 gc1+1 gc2+1
[   504,3s f36584] HutIncome: 22,7 ms huts 72
[   506,3s f36663] HutIncome: 20,0 ms huts 72
[   506,3s f36663] AIThink: 11,3 ms brains 1
[   506,4s f36664] FRAME: 63,4 ms gc0+0 gc1+0 gc2+0
[   508,3s f36743] HutIncome: 17,6 ms huts 72
[   508,4s f36745] AIThink: 9,9 ms brains 1
[   510,4s f36818] HutIncome: 18,3 ms huts 72
[   510,5s f36823] AIThink: 23,5 ms brains 2
[   512,4s f36891] HutIncome: 23,6 ms huts 72
[   512,4s f36892] FRAME: 61,7 ms gc0+0 gc1+0 gc2+0
[   512,6s f36898] AIThink: 11,1 ms brains 1
[   512,9s f36908] AIThink: 10,7 ms brains 1
[   514,4s f36958] HutIncome: 20,6 ms huts 72
[   514,7s f36968] AIThink: 11,6 ms brains 1
[   514,8s f36973] AIThink: 5,0 ms brains 1
[   515,3s f36987] AIThink: 12,5 ms brains 1
[   516,0s f37011] FRAME: 52,4 ms gc0+0 gc1+0 gc2+0
[   516,1s f37014] FRAME: 50,7 ms gc0+0 gc1+0 gc2+0
[   516,2s f37017] FRAME: 70,0 ms gc0+0 gc1+0 gc2+0
[   516,4s f37020] HutIncome: 32,3 ms huts 72
[   516,4s f37021] FRAME: 67,5 ms gc0+0 gc1+0 gc2+0
[   516,5s f37022] FRAME: 55,2 ms gc0+0 gc1+0 gc2+0
[   516,8s f37030] AIThink: 26,3 ms brains 1
[   516,8s f37031] FRAME: 87,8 ms gc0+0 gc1+0 gc2+0
[   516,9s f37033] FRAME: 53,1 ms gc0+0 gc1+0 gc2+0
[   518,4s f37084] HutIncome: 26,7 ms huts 72
[   518,4s f37085] FRAME: 55,2 ms gc0+0 gc1+0 gc2+0
[   518,9s f37101] AIThink: 14,1 ms brains 1
[   518,9s f37102] FRAME: 52,0 ms gc0+0 gc1+0 gc2+0
[   519,0s f37103] FRAME: 62,0 ms gc0+0 gc1+0 gc2+0
[   519,1s f37105] FRAME: 60,5 ms gc0+0 gc1+0 gc2+0
[   519,3s f37110] FRAME: 51,3 ms gc0+0 gc1+0 gc2+0
[   519,3s f37111] FRAME: 59,1 ms gc0+0 gc1+0 gc2+0
[   520,2s f37143] FRAME: 61,8 ms gc0+0 gc1+0 gc2+0
[   520,4s f37150] HutIncome: 23,9 ms huts 72
[   520,5s f37151] FRAME: 50,2 ms gc0+0 gc1+0 gc2+0
[   521,0s f37167] AIThink: 15,9 ms brains 1
[   521,0s f37169] FRAME: 54,6 ms gc0+0 gc1+0 gc2+0
[   521,2s f37172] FRAME: 59,8 ms gc0+0 gc1+0 gc2+0
[   522,3s f37209] FRAME: 50,4 ms gc0+0 gc1+0 gc2+0
[   522,5s f37213] HutIncome: 28,1 ms huts 72
[   522,5s f37214] FRAME: 52,5 ms gc0+0 gc1+0 gc2+0
[   522,6s f37218] FRAME: 69,1 ms gc0+0 gc1+0 gc2+0
[   523,0s f37229] AIThink: 17,5 ms brains 1
[   523,1s f37230] FRAME: 53,7 ms gc0+0 gc1+0 gc2+0
[   523,2s f37234] FRAME: 52,9 ms gc0+0 gc1+0 gc2+0
[   524,1s f37260] FRAME: 56,1 ms gc0+0 gc1+0 gc2+0
[   524,2s f37262] FRAME: 68,6 ms gc0+0 gc1+0 gc2+0
[   524,3s f37264] FRAME: 74,0 ms gc0+0 gc1+0 gc2+0
[   524,4s f37266] AIThink: 15,9 ms brains 1
